Symbol,Datetime,Open,High,Low,Close,Volume
AMD,2024-01-02 06:13:00,146.38,146.38,146.28,146.28,781.0
AMD,2024-01-02 06:16:00,146.03,146.03,145.7,145.73,6435.0
AMD,2024-01-02 06:17:00,145.73,145.73,145.67,145.67,2106.0
AMD,2024-01-02 06:18:00,145.71,145.71,145.62,145.62,1019.0
AMD,2024-01-02 06:19:00,145.65,145.65,145.65,145.65,1100.0
AMD,2024-01-02 06:20:00,145.65,145.66,145.65,145.65,763.0
AMD,2024-01-02 06:21:00,145.66,145.66,145.66,145.66,1008.0
AMD,2024-01-02 06:22:00,145.6,145.6,145.6,145.6,570.0
AMD,2024-01-02 06:23:00,145.5,145.51,145.31,145.31,4374.0
AMD,2024-01-02 06:24:00,145.12,145.12,145.01,145.12,5774.0
AMD,2024-01-02 06:25:00,145.12,145.16,145.12,145.16,3278.0
AMD,2024-01-02 06:26:00,145.12,145.12,145.12,145.12,393.0
AMD,2024-01-02 06:27:00,145.0,145.0,144.96,144.96,7012.0
AMD,2024-01-02 06:28:00,144.71,144.76,144.71,144.76,528.0
AMD,2024-01-02 06:29:00,144.78,144.8,144.78,144.8,1232.0
AMD,2024-01-02 06:31:00,144.86,144.86,144.86,144.86,507.0
AMD,2024-01-02 06:34:00,144.87,144.87,144.8,144.8,2075.0
AMD,2024-01-02 06:35:00,144.8,144.8,144.75,144.75,1552.0
AMD,2024-01-02 06:36:00,144.75,144.75,144.75,144.75,1077.0
AMD,2024-01-02 06:38:00,144.73,144.75,144.73,144.73,675.0
AMD,2024-01-02 06:39:00,144.84,144.84,144.75,144.75,1506.0
AMD,2024-01-02 06:41:00,144.88,144.89,144.88,144.88,2115.0
AMD,2024-01-02 06:43:00,144.84,144.84,144.83,144.83,2381.0
AMD,2024-01-02 06:44:00,144.88,144.88,144.88,144.88,643.0
AMD,2024-01-02 06:45:00,144.9,144.9,144.9,144.9,1545.0
AMD,2024-01-02 06:48:00,144.94,144.95,144.94,144.95,1250.0
AMD,2024-01-02 06:49:00,144.95,144.97,144.92,144.94,3061.0
AMD,2024-01-02 06:50:00,144.99,144.99,144.99,144.99,530.0
AMD,2024-01-02 06:51:00,144.99,144.99,144.99,144.99,394.0
AMD,2024-01-02 06:54:00,144.99,145.0,144.99,145.0,3536.0
AMD,2024-01-02 06:56:00,145.04,145.04,145.04,145.04,739.0
AMD,2024-01-02 06:58:00,145.17,145.17,145.06,145.06,671.0
AMD,2024-01-02 06:59:00,145.18,145.18,145.15,145.15,321.0
AMD,2024-01-02 07:00:00,145.17,146.0,145.02,145.5,16804.0
AMD,2024-01-02 07:01:00,145.65,145.65,145.49,145.49,955.0
AMD,2024-01-02 07:02:00,145.5,145.5,145.34,145.34,3396.0
AMD,2024-01-02 07:03:00,145.45,145.45,145.4,145.42,1914.0
AMD,2024-01-02 07:04:00,145.35,145.35,145.3,145.3,1929.0
AMD,2024-01-02 07:05:00,145.3,145.3,145.3,145.3,1399.0
AMD,2024-01-02 07:06:00,145.21,145.27,145.2,145.2,1465.0
AMD,2024-01-02 07:08:00,145.2,145.2,145.2,145.2,566.0
AMD,2024-01-02 07:10:00,145.19,145.25,145.19,145.25,841.0
AMD,2024-01-02 07:11:00,145.21,145.21,145.15,145.2,2146.0
AMD,2024-01-02 07:12:00,145.22,145.22,145.22,145.22,490.0
AMD,2024-01-02 07:13:00,145.22,145.22,145.1,145.1,3576.0
AMD,2024-01-02 07:14:00,145.1,145.1,145.05,145.07,1965.0
AMD,2024-01-02 07:15:00,145.05,145.05,145.05,145.05,1182.0
AMD,2024-01-02 07:16:00,145.02,145.02,144.95,144.95,8392.0
AMD,2024-01-02 07:17:00,144.95,144.95,144.95,144.95,531.0
AMD,2024-01-02 07:18:00,144.93,144.93,144.93,144.93,654.0
AMD,2024-01-02 07:19:00,144.9,144.9,144.85,144.85,5344.0
AMD,2024-01-02 07:20:00,144.85,144.86,144.85,144.85,1961.0
AMD,2024-01-02 07:21:00,144.9,144.94,144.9,144.94,3681.0
AMD,2024-01-02 07:22:00,144.91,144.91,144.91,144.91,317.0
AMD,2024-01-02 07:23:00,144.95,144.95,144.95,144.95,552.0
AMD,2024-01-02 07:24:00,145.0,145.05,145.0,145.05,2043.0
AMD,2024-01-02 07:25:00,145.04,145.04,145.04,145.04,900.0
AMD,2024-01-02 07:26:00,145.03,145.04,145.03,145.04,530.0
AMD,2024-01-02 07:27:00,145.0,145.0,145.0,145.0,463.0
AMD,2024-01-02 07:28:00,144.95,144.95,144.95,144.95,1107.0
AMD,2024-01-02 07:30:00,144.86,144.86,144.8,144.8,4431.0
AMD,2024-01-02 07:31:00,144.8,144.86,144.8,144.86,7674.0
AMD,2024-01-02 07:34:00,144.84,144.84,144.8,144.8,2702.0
AMD,2024-01-02 07:35:00,144.8,144.8,144.8,144.8,429.0
AMD,2024-01-02 07:36:00,144.85,144.85,144.85,144.85,613.0
AMD,2024-01-02 07:37:00,144.83,144.83,144.77,144.77,3636.0
AMD,2024-01-02 07:38:00,144.77,144.77,144.75,144.75,530.0
AMD,2024-01-02 07:39:00,144.75,144.75,144.71,144.75,2211.0
AMD,2024-01-02 07:41:00,144.7,144.7,144.68,144.68,975.0
AMD,2024-01-02 07:43:00,144.66,144.66,144.66,144.66,760.0
AMD,2024-01-02 07:44:00,144.65,144.65,144.65,144.65,1106.0
AMD,2024-01-02 07:46:00,144.62,144.62,144.55,144.55,2284.0
AMD,2024-01-02 07:47:00,144.55,144.62,144.55,144.62,1555.0
AMD,2024-01-02 07:49:00,144.62,144.62,144.56,144.56,1497.0
AMD,2024-01-02 07:50:00,144.56,144.56,144.36,144.36,5496.0
AMD,2024-01-02 07:51:00,144.35,144.35,144.35,144.35,1468.0
AMD,2024-01-02 07:52:00,144.33,144.33,144.2,144.25,5340.0
AMD,2024-01-02 07:53:00,144.25,144.25,144.2,144.2,1624.0
AMD,2024-01-02 07:54:00,144.16,144.18,144.11,144.11,2189.0
AMD,2024-01-02 07:55:00,144.11,144.12,144.11,144.11,1798.0
AMD,2024-01-02 07:56:00,144.1,144.12,144.1,144.12,6170.0
AMD,2024-01-02 07:57:00,144.08,144.08,144.02,144.02,2191.0
AMD,2024-01-02 07:58:00,144.02,144.06,144.01,144.04,1628.0
AMD,2024-01-02 07:59:00,144.11,144.15,144.05,144.1,3632.0
AMD,2024-01-02 08:00:00,145.19,145.92,144.0,144.1,103030.0
AMD,2024-01-02 08:01:00,144.1,147.26,144.1,147.25,2115.0
AMD,2024-01-02 08:02:00,147.07,147.29,144.1,144.1,7315.0
AMD,2024-01-02 08:03:00,144.17,147.55,144.0,144.0,6905.0
AMD,2024-01-02 08:04:00,144.01,147.4,143.8376,144.0,12539.0
AMD,2024-01-02 08:05:00,147.25,147.4,143.9,143.9,6169.0
AMD,2024-01-02 08:06:00,143.91,143.91,143.86,143.86,4557.0
AMD,2024-01-02 08:07:00,143.86,143.86,143.75,143.75,4091.0
AMD,2024-01-02 08:08:00,143.73,143.79,143.67,143.78,16769.0
AMD,2024-01-02 08:09:00,143.79,144.39,143.79,144.39,29783.0
AMD,2024-01-02 08:10:00,144.4,144.4,144.0,144.0,5346.0
AMD,2024-01-02 08:11:00,144.0015,144.11,143.99,143.99,14539.0
AMD,2024-01-02 08:12:00,143.87,144.05,143.84,144.0,2114.0
AMD,2024-01-02 08:13:00,143.8501,144.0,143.85,143.85,2755.0
AMD,2024-01-02 08:14:00,144.0,144.0,144.0,144.0,310.0
AMD,2024-01-02 08:15:00,143.85,143.94,143.84,143.94,3822.0
AMD,2024-01-02 08:16:00,143.93,144.2,143.853,143.88,15306.0
AMD,2024-01-02 08:17:00,143.8621,144.038,143.85,144.038,1002.0
AMD,2024-01-02 08:18:00,144.1,144.1,143.94,144.0,16117.0
AMD,2024-01-02 08:19:00,144.0,144.0,143.91,144.0,1705.0
AMD,2024-01-02 08:20:00,143.931,144.0,143.86,143.86,9208.0
AMD,2024-01-02 08:21:00,143.86,143.8999,143.8,143.8,2910.0
AMD,2024-01-02 08:22:00,143.88,143.9,143.81,143.81,7032.0
AMD,2024-01-02 08:23:00,143.9,143.9,143.9,143.9,2494.0
AMD,2024-01-02 08:24:00,143.9,143.9,143.8,143.9,3569.0
AMD,2024-01-02 08:25:00,143.85,143.9,143.85,143.9,946.0
AMD,2024-01-02 08:26:00,143.88,143.9,143.8494,143.85,17621.0
AMD,2024-01-02 08:27:00,143.86,143.92,143.85,143.92,2140.0
AMD,2024-01-02 08:28:00,143.85,143.89,143.85,143.89,3332.0
AMD,2024-01-02 08:29:00,143.85,144.0,143.85,143.95,5103.0
AMD,2024-01-02 08:30:00,143.88,143.95,143.88,143.95,1939.0
AMD,2024-01-02 08:31:00,143.9,144.0,143.9,144.0,15782.0
AMD,2024-01-02 08:32:00,144.07,144.2,144.03,144.2,7696.0
AMD,2024-01-02 08:33:00,144.2,144.25,144.2,144.2006,9404.0
AMD,2024-01-02 08:34:00,144.2,144.26,144.2,144.26,5092.0
AMD,2024-01-02 08:35:00,144.2997,144.3,144.25,144.25,100504.0
AMD,2024-01-02 08:36:00,144.2,144.2,144.0338,144.09,3923.0
AMD,2024-01-02 08:37:00,144.04,144.1,143.926,143.926,3994.0
AMD,2024-01-02 08:38:00,143.95,144.0,143.95,144.0,1511.0
AMD,2024-01-02 08:39:00,143.9066,144.09,143.9066,144.09,14002.0
AMD,2024-01-02 08:40:00,143.92,144.04,143.85,143.89,8134.0
AMD,2024-01-02 08:41:00,144.01,144.01,143.9,143.9,1289.0
AMD,2024-01-02 08:42:00,143.9,147.41,143.85,143.99,8697.0
AMD,2024-01-02 08:43:00,144.03,144.03,143.91,144.0,8652.0
AMD,2024-01-02 08:44:00,143.98,144.02,143.9141,143.9141,7166.0
AMD,2024-01-02 08:45:00,143.93,143.93,143.8542,143.9,6011.0
AMD,2024-01-02 08:46:00,143.9,143.92,143.88,143.88,2201.0
AMD,2024-01-02 08:47:00,143.854,143.96,143.81,143.96,14191.0
AMD,2024-01-02 08:48:00,143.94,143.94,143.91,143.94,4861.0
AMD,2024-01-02 08:49:00,143.91,143.94,143.91,143.94,5092.0
AMD,2024-01-02 08:50:00,143.97,143.99,143.97,143.99,2135.0
AMD,2024-01-02 08:51:00,143.9899,143.9899,143.88,143.88,5329.0
AMD,2024-01-02 08:52:00,143.87,143.95,143.87,143.95,2575.0
AMD,2024-01-02 08:53:00,143.994,144.0,143.88,143.89,3134.0
AMD,2024-01-02 08:54:00,143.95,144.2,143.95,144.2,5319.0
AMD,2024-01-02 08:55:00,144.18,144.23,144.18,144.23,5385.0
AMD,2024-01-02 08:56:00,144.2396,144.31,144.2396,144.28,4169.0
AMD,2024-01-02 08:57:00,144.3,144.39,144.3,144.39,3562.0
AMD,2024-01-02 08:58:00,144.35,144.35,144.29,144.3,4124.0
AMD,2024-01-02 08:59:00,144.3,144.35,144.299,144.299,2057.0
AMD,2024-01-02 09:00:00,144.34,144.34,144.3,144.3,1454.0
AMD,2024-01-02 09:01:00,144.2,144.25,144.16,144.25,1422.0
AMD,2024-01-02 09:02:00,144.1401,144.35,144.1401,144.2,5112.0
AMD,2024-01-02 09:03:00,144.2,144.2,144.14,144.14,6977.0
AMD,2024-01-02 09:04:00,144.14,144.14,144.11,144.11,11148.0
AMD,2024-01-02 09:05:00,144.026,144.18,144.026,144.18,1121.0
AMD,2024-01-02 09:06:00,144.1,144.18,144.01,144.01,7313.0
AMD,2024-01-02 09:07:00,144.03,144.18,144.03,144.18,7834.0
AMD,2024-01-02 09:08:00,144.25,144.3,144.2025,144.21,1911.0
AMD,2024-01-02 09:09:00,144.24,144.3,144.2118,144.2118,2648.0
AMD,2024-01-02 09:10:00,144.26,144.35,144.21,144.3499,4576.0
AMD,2024-01-02 09:11:00,144.2101,144.2495,144.2101,144.2495,785.0
AMD,2024-01-02 09:12:00,144.2979,144.34,144.29,144.34,2467.0
AMD,2024-01-02 09:13:00,144.34,144.34,144.26,144.34,1622.0
AMD,2024-01-02 09:14:00,144.3,144.36,144.3,144.31,3594.0
AMD,2024-01-02 09:15:00,144.37,144.37,144.35,144.35,1379.0
AMD,2024-01-02 09:16:00,144.39,144.5,144.39,144.45,6940.0
AMD,2024-01-02 09:17:00,144.46,144.54,144.46,144.54,8996.0
AMD,2024-01-02 09:18:00,144.54,144.6288,144.5211,144.5211,6807.0
AMD,2024-01-02 09:19:00,144.5,144.51,144.5,144.5,3332.0
AMD,2024-01-02 09:20:00,144.46,144.5,144.44,144.44,5427.0
AMD,2024-01-02 09:21:00,144.45,144.63,144.44,144.5984,7242.0
AMD,2024-01-02 09:22:00,144.6,144.74,144.6,144.69,6387.0
AMD,2024-01-02 09:23:00,144.6605,144.78,144.66,144.78,8608.0
AMD,2024-01-02 09:24:00,144.78,144.7999,144.7,144.7,6459.0
AMD,2024-01-02 09:25:00,144.75,144.75,144.65,144.65,10270.0
AMD,2024-01-02 09:26:00,144.72,144.78,144.5615,144.78,4836.0
AMD,2024-01-02 09:27:00,144.64,144.78,144.4,144.4,8381.0
AMD,2024-01-02 09:28:00,144.31,144.43,144.3,144.43,6739.0
AMD,2024-01-02 09:29:00,144.35,144.35,144.35,144.35,1288.0
AMD,2024-01-02 09:30:00,144.28,144.4,143.05,143.76,1158277.0
AMD,2024-01-02 09:31:00,143.7684,144.1052,143.7,144.1,353638.0
AMD,2024-01-02 09:32:00,144.1004,144.23,143.32,143.7528,395223.0
AMD,2024-01-02 09:33:00,143.76,143.76,142.67,142.7762,427551.0
AMD,2024-01-02 09:34:00,142.775,142.87,142.38,142.5078,450784.0
AMD,2024-01-02 09:35:00,142.53,143.1709,142.5237,143.08,389557.0
AMD,2024-01-02 09:36:00,143.11,143.12,142.66,142.9607,235648.0
AMD,2024-01-02 09:37:00,142.975,143.005,142.55,142.6672,279191.0
AMD,2024-01-02 09:38:00,142.67,142.75,142.2237,142.52,351482.0
AMD,2024-01-02 09:39:00,142.565,142.68,142.42,142.475,232838.0
AMD,2024-01-02 09:40:00,142.475,142.78,142.35,142.77,294931.0
AMD,2024-01-02 09:41:00,142.7601,142.94,142.549,142.7299,259284.0
AMD,2024-01-02 09:42:00,142.71,142.74,142.11,142.1638,291598.0
AMD,2024-01-02 09:43:00,142.165,142.33,142.08,142.19,272844.0
AMD,2024-01-02 09:44:00,142.19,142.6,142.18,142.35,228708.0
AMD,2024-01-02 09:45:00,142.36,142.41,141.765,141.81,482240.0
AMD,2024-01-02 09:46:00,141.8,142.0797,141.75,141.7564,413533.0
AMD,2024-01-02 09:47:00,141.755,141.8475,141.49,141.83,400476.0
AMD,2024-01-02 09:48:00,141.84,141.85,140.99,141.015,581564.0
AMD,2024-01-02 09:49:00,141.015,141.03,140.32,140.57,622545.0
AMD,2024-01-02 09:50:00,140.58,141.226,140.54,141.2,417314.0
AMD,2024-01-02 09:51:00,141.22,141.2272,140.88,141.0,313328.0
AMD,2024-01-02 09:52:00,140.985,141.07,140.78,141.07,241853.0
AMD,2024-01-02 09:53:00,141.08,141.19,140.7639,140.949,258143.0
AMD,2024-01-02 09:54:00,140.9498,141.2,140.85,141.14,174857.0
AMD,2024-01-02 09:55:00,141.15,141.48,141.08,141.21,314740.0
AMD,2024-01-02 09:56:00,141.19,141.2006,140.74,140.7497,296044.0
AMD,2024-01-02 09:57:00,140.74,140.79,140.54,140.72,286562.0
AMD,2024-01-02 09:58:00,140.735,141.17,140.735,141.17,224389.0
AMD,2024-01-02 09:59:00,141.1697,141.1774,140.8301,140.95,226858.0
AMD,2024-01-02 10:00:00,140.93,141.34,140.884,141.225,292631.0
AMD,2024-01-02 10:01:00,141.225,141.72,141.225,141.5911,376022.0
AMD,2024-01-02 10:02:00,141.6188,141.65,141.31,141.3304,240971.0
AMD,2024-01-02 10:03:00,141.3329,141.4,141.056,141.215,211419.0
AMD,2024-01-02 10:04:00,141.17,141.29,140.97,141.1928,179674.0
AMD,2024-01-02 10:05:00,141.2,141.205,140.75,140.7868,257512.0
AMD,2024-01-02 10:06:00,140.8,141.03,140.75,140.83,251262.0
AMD,2024-01-02 10:07:00,140.86,140.885,140.61,140.625,182692.0
AMD,2024-01-02 10:08:00,140.6299,140.7499,140.55,140.68,192904.0
AMD,2024-01-02 10:09:00,140.68,141.0,140.66,140.83,201003.0
AMD,2024-01-02 10:10:00,140.83,141.0499,140.62,140.6327,198790.0
AMD,2024-01-02 10:11:00,140.621,140.7899,140.42,140.4495,275975.0
AMD,2024-01-02 10:12:00,140.45,140.95,140.39,140.94,233232.0
AMD,2024-01-02 10:13:00,140.9401,140.97,140.48,140.48,185502.0
AMD,2024-01-02 10:14:00,140.49,140.4999,140.03,140.08,360647.0
AMD,2024-01-02 10:15:00,140.07,140.1,139.82,139.9361,471492.0
AMD,2024-01-02 10:16:00,139.9199,139.99,139.585,139.62,380653.0
AMD,2024-01-02 10:17:00,139.625,139.93,139.55,139.835,314313.0
AMD,2024-01-02 10:18:00,139.82,139.89,139.6,139.66,302768.0
AMD,2024-01-02 10:19:00,139.78,139.84,139.6501,139.72,197759.0
AMD,2024-01-02 10:20:00,139.7005,140.139,139.7005,140.0463,278370.0
AMD,2024-01-02 10:21:00,140.03,140.32,140.0192,140.09,227198.0
AMD,2024-01-02 10:22:00,140.12,140.23,140.07,140.12,139529.0
AMD,2024-01-02 10:23:00,140.12,140.325,140.0,140.26,180982.0
AMD,2024-01-02 10:24:00,140.265,140.37,140.15,140.16,159868.0
AMD,2024-01-02 10:25:00,140.1798,140.2,139.7501,139.76,264039.0
AMD,2024-01-02 10:26:00,139.76,139.78,139.56,139.7,244336.0
AMD,2024-01-02 10:27:00,139.7,139.76,139.56,139.5701,189253.0
AMD,2024-01-02 10:28:00,139.575,139.66,139.2235,139.28,440919.0
AMD,2024-01-02 10:29:00,139.28,139.51,139.2401,139.39,193046.0
AMD,2024-01-02 10:30:00,139.39,139.39,139.06,139.2,299454.0
AMD,2024-01-02 10:31:00,139.2,139.3396,139.08,139.0961,216975.0
AMD,2024-01-02 10:32:00,139.0901,139.43,139.08,139.3967,194809.0
AMD,2024-01-02 10:33:00,139.38,139.54,139.3201,139.49,186506.0
AMD,2024-01-02 10:34:00,139.49,139.575,139.22,139.24,174097.0
AMD,2024-01-02 10:35:00,139.2302,139.2302,138.91,139.1499,408543.0
AMD,2024-01-02 10:36:00,139.1329,139.19,139.0001,139.02,127257.0
AMD,2024-01-02 10:37:00,139.02,139.1194,138.8915,139.0,224191.0
AMD,2024-01-02 10:38:00,139.005,139.1501,139.0,139.1056,133159.0
AMD,2024-01-02 10:39:00,139.115,139.23,138.9153,138.99,161735.0
AMD,2024-01-02 10:40:00,138.97,139.08,138.9,139.04,195396.0
AMD,2024-01-02 10:41:00,139.03,139.09,138.89,138.9311,100658.0
AMD,2024-01-02 10:42:00,138.94,139.097,138.88,138.995,144528.0
AMD,2024-01-02 10:43:00,139.0,139.02,138.9,139.02,143336.0
AMD,2024-01-02 10:44:00,139.02,139.56,139.02,139.29,343497.0
AMD,2024-01-02 10:45:00,139.27,139.49,139.23,139.475,191034.0
AMD,2024-01-02 10:46:00,139.461,139.49,139.24,139.395,142499.0
AMD,2024-01-02 10:47:00,139.4,139.4815,139.35,139.385,125042.0
AMD,2024-01-02 10:48:00,139.38,139.38,139.15,139.22,162405.0
AMD,2024-01-02 10:49:00,139.22,139.2837,138.97,138.9701,231046.0
AMD,2024-01-02 10:50:00,138.9846,139.08,138.8224,138.895,230518.0
AMD,2024-01-02 10:51:00,138.9,139.09,138.895,139.05,129970.0
AMD,2024-01-02 10:52:00,139.0562,139.24,139.04,139.06,161863.0
AMD,2024-01-02 10:53:00,139.0606,139.1,138.88,138.935,155752.0
AMD,2024-01-02 10:54:00,138.935,139.02,138.9,138.99,120091.0
AMD,2024-01-02 10:55:00,138.985,139.16,138.9701,139.13,131474.0
AMD,2024-01-02 10:56:00,139.135,139.2299,139.08,139.09,135002.0
AMD,2024-01-02 10:57:00,139.09,139.1145,138.81,138.8301,228883.0
AMD,2024-01-02 10:58:00,138.8558,138.9,138.68,138.6891,270509.0
AMD,2024-01-02 10:59:00,138.6875,138.9143,138.685,138.86,172630.0
AMD,2024-01-02 11:00:00,138.87,139.17,138.8613,139.15,181975.0
AMD,2024-01-02 11:01:00,139.14,139.17,139.0109,139.0502,162908.0
AMD,2024-01-02 11:02:00,139.0583,139.27,139.0,139.2064,186163.0
AMD,2024-01-02 11:03:00,139.2,139.25,139.05,139.2,174193.0
AMD,2024-01-02 11:04:00,139.25,139.29,139.17,139.19,99784.0
AMD,2024-01-02 11:05:00,139.18,139.2,139.05,139.13,103639.0
AMD,2024-01-02 11:06:00,139.13,139.205,138.99,139.2,142329.0
AMD,2024-01-02 11:07:00,139.2,139.29,139.12,139.1399,132743.0
AMD,2024-01-02 11:08:00,139.1403,139.1765,139.05,139.13,83757.0
AMD,2024-01-02 11:09:00,139.13,139.17,139.06,139.105,125440.0
AMD,2024-01-02 11:10:00,139.11,139.37,139.09,139.35,178696.0
AMD,2024-01-02 11:11:00,139.3319,139.48,139.32,139.43,238711.0
AMD,2024-01-02 11:12:00,139.4201,139.56,139.38,139.55,208851.0
AMD,2024-01-02 11:13:00,139.545,139.57,139.39,139.48,168968.0
AMD,2024-01-02 11:14:00,139.49,139.5,139.34,139.43,124946.0
AMD,2024-01-02 11:15:00,139.425,139.52,139.3799,139.505,128664.0
AMD,2024-01-02 11:16:00,139.5,139.52,139.3613,139.3633,106539.0
AMD,2024-01-02 11:17:00,139.37,139.395,139.23,139.33,162936.0
AMD,2024-01-02 11:18:00,139.32,139.37,139.3,139.31,104999.0
AMD,2024-01-02 11:19:00,139.32,139.4965,139.27,139.47,125119.0
AMD,2024-01-02 11:20:00,139.49,139.605,139.49,139.56,153076.0
AMD,2024-01-02 11:21:00,139.56,139.58,139.36,139.42,120099.0
AMD,2024-01-02 11:22:00,139.4228,139.5499,139.35,139.52,86168.0
AMD,2024-01-02 11:23:00,139.5,139.5,139.35,139.353,81405.0
AMD,2024-01-02 11:24:00,139.38,139.39,139.25,139.36,132924.0
AMD,2024-01-02 11:25:00,139.3505,139.53,139.33,139.511,161584.0
AMD,2024-01-02 11:26:00,139.515,139.69,139.48,139.6801,173512.0
AMD,2024-01-02 11:27:00,139.685,139.735,139.61,139.692,123755.0
AMD,2024-01-02 11:28:00,139.695,139.79,139.64,139.7644,141257.0
AMD,2024-01-02 11:29:00,139.7779,139.87,139.75,139.8566,140468.0
AMD,2024-01-02 11:30:00,139.85,139.9288,139.82,139.865,129182.0
AMD,2024-01-02 11:31:00,139.87,139.89,139.7901,139.82,130677.0
AMD,2024-01-02 11:32:00,139.81,139.9199,139.7811,139.825,123122.0
AMD,2024-01-02 11:33:00,139.828,139.92,139.77,139.825,108300.0
AMD,2024-01-02 11:34:00,139.82,139.87,139.76,139.815,94384.0
AMD,2024-01-02 11:35:00,139.81,139.85,139.76,139.81,117880.0
AMD,2024-01-02 11:36:00,139.8,139.82,139.6,139.7137,132982.0
AMD,2024-01-02 11:37:00,139.715,139.9069,139.715,139.82,139037.0
AMD,2024-01-02 11:38:00,139.8102,139.8598,139.74,139.8285,57046.0
AMD,2024-01-02 11:39:00,139.825,139.83,139.69,139.695,96739.0
AMD,2024-01-02 11:40:00,139.69,139.8,139.67,139.781,89103.0
AMD,2024-01-02 11:41:00,139.79,139.87,139.7701,139.81,76136.0
AMD,2024-01-02 11:42:00,139.8037,139.8037,139.68,139.7,95098.0
AMD,2024-01-02 11:43:00,139.727,139.94,139.727,139.9,125624.0
AMD,2024-01-02 11:44:00,139.9,139.945,139.78,139.9089,126978.0
AMD,2024-01-02 11:45:00,139.9156,140.13,139.8701,140.12,190378.0
AMD,2024-01-02 11:46:00,140.13,140.235,140.07,140.17,205197.0
AMD,2024-01-02 11:47:00,140.165,140.23,140.08,140.23,160711.0
AMD,2024-01-02 11:48:00,140.23,140.2398,140.07,140.07,92835.0
AMD,2024-01-02 11:49:00,140.07,140.172,140.07,140.12,94529.0
AMD,2024-01-02 11:50:00,140.1114,140.17,140.09,140.1462,68692.0
AMD,2024-01-02 11:51:00,140.15,140.2399,140.14,140.145,105428.0
